"id","name","abbreviations","alternatives"
"9dfebbc0-4aa0-4059-9f51-c0376a3de23f","21st Century Cyber Charter School","{}","{}"
"3d10b7e4-710a-4015-a89a-912a75cfcf7f","Aalto University","{}","{}"
"97ef520c-bb1b-496d-b4bc-432ae7bc3884","Aarhus University","{}","{}"
"84509b9b-d1b0-4437-8364-16ae9821a154","Abbey Park High School","{}","{}"
"bc307f25-11f4-4e85-84be-43d248413471","Abbey Park Middle School","{}","{}"
"ea446a08-cca6-4215-90b9-ec5913c4743c","Abertay University","{}","{}"
"bd475bd7-a90c-4a0a-9a01-d45959c26a0d","ABES Engineering College","{}","{}"
"5df896e7-4d7f-4d71-a750-eea77cd78112","Abington Senior High School","{}","{}"
"9b393e77-20f6-413f-9552-dbc56d0ab0be","Abraham Lincoln High School","{}","{}"
"605f2cd8-57d8-4933-8c40-39b69c5dabeb","Abraham Lincoln High School, Philadelphia","{}","{}"
"332d98bc-1f9c-4cfe-84ab-66c3d8150b26","Academies of Loudoun","{}","{}"
"3429d20b-950d-4807-91ec-a12ff43781eb","Academy at Palumbo","{}","{}"
"cfd081f7-6ca2-4f11-a8c0-fa58fe1131e3","Academy of Technology","{}","{}"
"dd1c99d9-ad41-4277-b02b-d8c0a71dd8f8","Acardia High School, Arizona","{}","{}"
"43d8b697-31e6-43d7-a592-d3caeb9e7da2","ACE Engineering College","{}","{}"
"f0207e39-1594-44cc-9377-2f1d11957d68","Achariya College of Engineering Technology","{}","{}"
"f16d44ce-646a-40c1-9778-2175bab23b64","Acharya Institute of Technology","{}","{}"
"b77a1d4d-5750-47eb-8735-0758908b0a2a","Acharya Institute of Technology","{""AIT""}","{}"
"8e07dd4a-2a2b-4403-a4b3-4b4edbea7b71","Acharya Narendra Dev College, University Of Delhi","{}","{}"
"96ae3c10-79d5-409b-b426-7ec067587138","Achievement House Charter School, Online","{}","{}"
"22b20767-43ea-4975-ba3d-7a6e8b98d5da","Acropolis Institute of Technology & Research","{}","{}"
"9c4f0f1a-379a-4c6c-9432-47fcedcd217c","ACT Academy Cyber Charter School","{}","{}"
"5df27b3a-ab3b-44f6-8386-83a4c4d60767","Acton-Boxborough Regional High School","{}","{}"
"c678488a-713c-4e59-86be-facb6a8a7794","Adelphi University","{""AU""}","{}"
"32ab2ec6-9ca7-46f3-93df-d965ddcff18a","Aditya Institute of Technology and Management","{""AITAM"",""AITAM College"",""AITAM College, Tekkali""}","{""Aditya Institute of Technology and Management, Tekkali""}"
"f110079d-f98e-4a1a-8436-d8ab759ed2a8","Adlai E. Stevenson High School","{}","{}"
"a7fe64c9-218c-483b-87ab-b3a519d650f4","Advanced Math and Science Academy Charter School","{}","{}"
"547ef208-0d5f-4d47-920a-943b9c115d13","African Leadership University","{""ALU""}","{}"
"177a6f01-9342-414b-8087-fb388c4992aa","AGH University of Science and Technology","{}","{}"
"530dbbb6-524e-49fd-a4ab-9af3c620b621","Agnes Scott College","{}","{}"
"c776610e-d460-480b-b770-85d2abf39443","Agora Cyber Charter School","{}","{}"
"81b0d001-7d66-4442-832b-900cc68d9b3b","Ajay Kumar Garg Engineering College","{""AKGEC""}","{}"
"08ba76e8-46b9-46a1-95e9-323121c7d35c","Alagappa Chettiar Government College of Engineering and Technology","{}","{}"
"0b970615-933c-43da-bff7-67597af14c6a","Alagappa College of Technology, Anna University","{}","{}"
"3cca7452-f1ce-49a9-abdf-dd94d60846f1","Alameda High School","{}","{}"
"5a7ccff9-1014-400d-a215-afe7b60b7a31","Albany Medical College","{}","{}"
"afbdf5c5-7b4d-4a63-bac7-38b52e84cd71","Albany State University","{""ASU""}","{}"
"401539f0-df39-4b6d-ab90-c9476ecc4941","Albertian Institute of Science and Technology","{""AISAT""}","{}"
"af7b0f87-4c7f-4943-94e1-e6d3fd0d8c70","Albright College","{}","{}"
"e54bd6ca-c331-467d-a1ff-d09f999b7469","Alfa College","{}","{}"
"ab480365-b47f-4ec7-829d-3a497484ca91","Aligarh Muslim University","{}","{}"
"340f4716-56e5-42be-890d-d582b45b62f3","Allen High School","{}","{}"
"6de69f38-bb8c-4248-97e8-670cc4008fbe","Alwar Institute of Engineering and Technology","{""AIET""}","{}"
"25462a7f-f0ef-44be-ae36-be84af75614a","Amador Valley High School","{}","{}"
"25686da2-86a4-401d-8a52-a63aee9fbfe4","Ambala College of Engineering and Applied Research","{}","{}"
"23cbbb13-5d2b-485f-b971-4e53c4955a71","Ambedkar Institute of Advanced Communication Technologies and Research","{""AIACTR""}","{}"
"86d83068-dccf-4b05-adb4-94d0f3d9225d","AMC Engineering College","{}","{}"
"9252b290-6c14-4760-8e3a-2f5526ce3760","American Heritage School","{}","{}"
"5e330efd-d67c-4dfb-ac30-91fe943b672e","American High School","{}","{}"
"1e73f007-8ab5-402f-90c7-ed43763adbfb","American River College, California","{}","{}"
"dbcace95-0545-46e2-9373-ecf618701782","American University in Dubai","{""AU""}","{}"
"a97727c5-8505-4b14-9b4a-0126b7418bfa","American University, Washington, D.C.","{""AU""}","{}"
"d0cd41c5-347f-4980-9735-652fc7e73b4b","Amherst College","{}","{}"
"de38b659-87cc-49a0-a5ef-d536b1230d75","Amity International School","{}","{}"
"92edc466-c2c2-448f-82df-4d3582eb1669","Amity School of Engineering and Technology","{}","{}"
"6fe8287d-d68b-4c29-91b0-670abcb03213","Amity University","{}","{}"
"90193a80-685a-44bc-b72a-60785b121113","Amity University, Kolkata","{}","{}"
"ce146536-19a0-4cc7-a0dc-6be2fc1c5d66","Amrita School of Engineering","{}","{}"
"521a73d5-32bf-4b0a-88e0-5c6ae456c336","Amrita Vishwa Vidhyapeetam, Amritapuri","{}","{}"
"4b6d5ae8-58c1-4533-b5d2-2a7a7347e374","Amrita Vishwa Vidyapeetham Coimbatore","{}","{""Amrita University""}"
"6c824c15-407d-47df-9044-3a993969cc4c","Amritsar College of Engineering & Technology","{}","{}"
"bde2a218-71e2-44da-b9fc-6c6df6a9dfcb","Anand Institute of Higher Technology","{}","{}"
"e7747454-9467-42b4-9ca4-0a4315cd5a8a","Ancaster High School","{}","{}"
"cb83dcf8-3c74-4603-a9fb-375d0028ba46","Anchor Bay High School","{}","{}"
"b6321d81-9cab-43b0-af51-6cf0a9f675aa","Andhra University College of Engineering","{}","{}"
"49d29057-446f-4849-bd8e-06cdd6f16434","Andover Central High School","{}","{}"
"3d57fd52-b641-4bfb-a3a3-e7e64faea0ad","Angadi Institute of Technology & Management","{""AITM""}","{}"
"bc50437e-29c2-4cfe-a4e9-5a7fd6d5bbeb","Anil Neerukonda Institute of Technology and Sciences","{}","{}"
"85d79aa6-97ae-4898-8377-25484cd86037","Anjalai Ammal Mahalingam Engineering College","{}","{}"
"582d3d7d-1b8c-49d3-bfd2-bf454378936a","Anjuman-I-Islam's Abdul Razzaq Kalsekar Polytechnic","{""AIARKP""}","{""A. R. Kalsekar Polytechnic"",""Anjuman-I-Islam's A. R. Kalsekar Polytechnic""}"
"3356c7c4-4cd1-4850-9290-0c1052f5141c","Anna University","{}","{}"
"865a9af6-1db2-429b-a197-34924e5ba0e6","Ansal Technical Campus, Dr. A.P.J Abdul Kalam Technical University","{}","{}"
"e4e8a5d7-3244-4199-be6b-5feff3eeec6a","Anurag University, Ghatkesar","{}","{}"
"d5b0ef2b-bbd3-49bf-a3b7-932d07738f8a","Apeejay Stya University","{}","{}"
"3c483a4c-ebbe-43db-8837-315f9da6f93b","APPA Institute of Engineering and Technology","{}","{}"
"4c530d4b-29e0-47f5-b08a-bdfc86a7c85d","Appalachian State University","{""ASU""}","{}"
"92d8753c-07df-45c3-b8d7-ec256e5677f9","APS College of Engineering","{}","{}"
"cc2b5210-22d2-4fa4-a252-1c9ea5f8ecac","Aravali Institute of Technical Studies","{}","{}"
"2bf0ba7b-f338-464c-ab39-9635c2c7e545","Arcadia High School, California","{}","{}"
"aa77f6fc-7b5b-4e89-9947-584d768b401f","Arcadia University","{""AU""}","{}"
"cc0ab7c6-13cd-4c88-9f7c-665dbb815aff","Arizona State University","{""ASU""}","{}"
"c30a4afe-3499-478d-9de6-df5e9fad996d","Army Institute Of Technology, Pune","{}","{}"
"94b61ff3-b5bc-43fa-8039-bd25079645d9","Art Institute of Philadelphia","{}","{}"
"600d70bf-230c-4c0f-a67c-ed8ee3b78336","Arya College of Engineering & I.T.","{}","{}"
"2bb2d4a9-69d2-468c-a5cc-deff877621b1","Ashoka Institute of Technology and Management","{}","{}"
"0ac8a90f-1459-415f-af19-cff2968c00ed","Ashoka University","{}","{}"
"2765d37e-b582-4fe0-97d7-3b6c32f14818","Asian School of Business Management","{""ASBM"",""ASBM University""}","{""Asian School of Business Management University""}"
"12c1834a-3c9a-47d9-9a81-62c36fc65062","Asia Pacific Institute of Information Technology Panipat","{}","{}"
"c589c002-f733-4381-bddf-5202d3fe7998","Asia Pacific University of Information & Technology, Kuala Lumpur","{}","{}"
"6fba5070-728c-462b-88cd-14cdcb3fd799","ASPIRA Bilingual Cyber Charter School","{}","{}"
"77a4523e-c75f-458b-abbf-175569b11fa4","Assam Downtown University","{}","{}"
"595f876c-4f86-4558-9c15-110bca4b8ab2","Assam Engineering College","{}","{}"
"1999616c-778d-4c1b-82c9-0156d771f889","Assam University, Silchar","{}","{}"
"3a9c0dc1-a41f-475b-aed9-b3b72799182d","Aston University","{}","{}"
"3f35473e-8af5-4791-97d8-bc4462f0e7be","Atal Bihari Vajpayee Indian Institute of Information Technology and Management","{""ABV-IITM"",""ABV-IIITM, Gwalior""}","{""Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior""}"
"633644a7-ae9e-414d-8e3c-32c33c31a6e9","Atlanta Metropolitan State College","{}","{}"
"7390415f-2e14-4279-95c6-db339156ad90","Atlantic Cape Community College","{}","{}"
"fd197bce-94a6-4630-ad97-500d03c6cad8","Atma Ram Sanatan Dharma College","{}","{}"
"53147be9-d072-4d96-ae34-3db964935dd1","ATME College of Engineering","{}","{}"
"0765544a-f402-4ded-96db-722b85ff5781","Atria Institute of Technology","{}","{}"
"eff2984f-5a52-4d1d-8b39-65a6e036696c","Auburn University","{""AU""}","{}"
"57d6d4cd-787a-4744-a526-2671462ca8e2","Audisankara College of Engineering and Technology","{}","{}"
"8916d965-ab8e-4bcd-84bd-b9be8e400ce2","Aurora Group of Institutions","{}","{}"
"a014ae5f-dde0-4ad3-9223-89925235fcf3","Austin Community College District","{}","{}"
"17051323-d99d-4f4e-96a3-e6c89c712af1","Aviation Career & Technical Education High School","{}","{}"
"f7e866b3-0749-473f-8645-ad03663bd52f","Avon High School","{}","{}"
"3ef21c64-bc93-4c56-b226-2322c1e53f12","Babaria Institute of Technology","{}","{}"
"a782a893-64a3-4f90-809f-1adb707cd912","Babson College","{}","{}"
"a80c2f6e-8048-447d-85fd-9c99bbf478b1","Babu Banarasi Das National Institute of Technology and Management","{}","{}"
"a74fb569-6435-48e2-9ecf-33a009682dd6","Babu Banarasi Das Northern India Institute of Technology","{}","{}"
"f14b75d4-7c05-497b-a24d-64b3f51d636c","Babu Banarsi Das Institute of Technology","{}","{}"
"f3a692b9-c36f-4779-af1a-d20df1f037ba","Badruka Educational Society ","{}","{}"
"996a19ec-5797-4c86-a5e1-4858dd40d913","Ball State University","{""BSU""}","{}"
"725d42ce-f46b-46f5-b429-449fd320188b","Baltimore Polytechnic Institute","{}","{}"
"4fec392e-f6be-493d-aa10-3deb19d24c8e","Banaras Hindu University","{""BHU""}","{}"
"eac583a1-f870-442f-b5a6-130211239f6e","Bangalore Institute of Technology","{}","{}"
"36a99084-82e8-4605-882f-34a415fc751a","Bangalore University ","{}","{}"
"15166424-8828-4a9a-b1c3-e499eb641ea7","Bannari Amman Institute of Technology","{}","{}"
"0187c6ab-7d48-492a-a281-aee9b43a7e96","Bapuji Institute Of Engineering & Technology","{""BEIT""}","{}"
"f96b44f2-d5fe-4d78-8e79-9e704c67bcf8","Bapurao Deshmukh College of Engineering, Sevagram, Wardah","{""BDCE Wardah""}","{}"
"21400bd7-e2c1-4dc6-ba4e-e0d506f143ec","Bard College","{}","{}"
"ab29fcfb-6fd7-49b0-98c1-82a9d07c5d41","Barnard College","{}","{}"
"9e9ac9e2-361b-4558-8428-c63abc909430","Barton College","{}","{}"
"deaaccc4-8001-41e3-a6a8-b08f1f01b6f5","Baruch College, CUNY","{}","{}"
"a11a8857-6ef9-4ac2-9903-63388c299af6","Basaveshwar Engineering College","{}","{}"
"47476623-ac6e-4273-a0cb-2ab55c63ab25","Baton Rouge Community College","{}","{}"
"bce5b6a0-48c0-43f0-a399-e7adcabb298e","Battlefield High School","{}","{}"
"2c602303-3a05-4bf0-849a-27fd32958f01","Bauman Moscow State Technical University","{}","{}"
"e726da31-acdd-490c-b68c-c75633f3dd1f","Bayside High School","{}","{}"
"139baf5a-16d6-4592-af05-c5e326df2f8b","Bayview Secondary School","{}","{}"
"1930eaf1-795c-4d4e-b395-67a3cddeab5b","Beauchamp City Sixth Form","{}","{}"
"d8fce117-99c1-46da-af04-3ce36924a160","Beihang University","{}","{}"
"86eb28ab-18c9-493c-9447-7d0f7d2498b6","Bellevue College, Washington","{}","{}"
"0d365844-ca86-45ca-9538-29d27477551d","Benedictine College","{}","{}"
"fc0c70cd-fd74-4a35-9951-6c06f5d18643","Benha University","{}","{}"
"712ec9c9-cb8e-49b3-8413-ef48e68f6911","Benjamin Franklin High School, Baltimore","{}","{}"
"bc83dc28-40c9-4d2c-88b4-d72a8b995a40","Benjamin Franklin High School, Philadelphia","{}","{}"
"a726ab98-b4cc-481b-9859-76f327246add","Benjamin N. Cardozo High School","{}","{}"
"dd5cb5fe-62f2-43fd-b892-86d3ed20f39e","Bennett College","{}","{}"
"2f00c484-371a-402e-b3e7-355ecb2431df","Bennett University","{""Bennett University (Times of India Group)""}","{}"
"45a1695f-07b0-419f-9f77-efc355683075","Bentley University","{}","{}"
"df7bb24b-6b81-4b0b-aaca-1e663fc8a6c4","Berea College","{}","{}"
"ff21ec70-f23d-4b67-ac03-3fd6dfaf6940","Bergen Catholic High School","{}","{}"
"380aff60-f9cc-40e5-a69b-7b2e9c4a8d7b","Bergen Community College","{}","{}"
"7678d908-8e58-4ef3-b337-03660ef00c04","Bergen County Academies","{}","{}"
"aefdbc12-4660-4f0e-8c91-3f8489be832f","Bergen County Technical High School, Teterboro","{}","{}"
"110e78c1-d445-4c0f-8e3a-0a9e38d9a10c","Berkshire Community College","{}","{}"
"a8e19cd8-b8a6-48b2-b3b6-3dfba8ba0e58","Bhagalpur College of Engineering","{}","{}"
"2c65597c-14eb-4f9d-adbd-fa8853e3a735","Bhagwan Parshuram Institute of Technology","{}","{}"
"5fe7d94f-9aeb-48c5-9f3a-b3e5dfa2199f","Bharathiar University","{}","{}"
"f77ae90c-cb59-42df-b526-97a4288172c0","Bharat Institute of Engineering and Technology","{""BEIT""}","{}"
"311e869b-66fd-4afa-8dc8-c4b480ee51fb","Bhilai Institute of Technology, Durg","{""BIT DURG""}","{}"
"752e52f5-d994-4fe5-89b9-87fa95d26567","Bilkent University","{}","{}"
"6d74f29e-8659-463b-8edc-0aed169e4a0e","Bineswar Brahma Engineering College","{""BBEC""}","{}"
"996b81f2-94e1-4653-a403-f8da21b986a4","Binghamton University","{""BU""}","{}"
"fdc561a2-e318-4623-b240-20c01d93e415","Birkbeck, University of London","{}","{}"
"87adcc3e-5f0b-4574-871f-3321d0bc3c7d","Birla Institute of Technology and Science, Pilani","{}","{}"
"1879607d-4b94-4e81-b3fc-820215dbe182","Birla Institute Of Technology, Mesra","{}","{}"
"9bc5d7c7-8909-42a3-8ed6-209840fe8a61","Birla Institute of Technology, Patna","{}","{}"
"6271ee37-9759-4890-a5cd-c8572fe87d3e","Birla Vishvakarma Mahavidyalaya Engineering College","{}","{}"
"9089fe16-88a7-430d-bc15-7ae5647333d7","Birmingham City University","{}","{}"
"d91c1a9e-f07b-4640-9091-306ac1c9f057","Birsa Institute of Technology, Sindri","{""BIT, Sindri""}","{}"
"2c2def9d-63ce-4366-90b8-8be3e1b301f2","BITS Pilani, Hyderabad Campus","{}","{}"
"23f2601b-5cfa-4b68-a9f2-ad66e3fc59dd","BITS Pilani, K K Birla Goa Campus","{}","{}"
"5aa26fb5-d32e-4f1e-b426-173b380035b0","BLDEA’s V.P. Dr P. G. Halakatti College of Engineering & Technology","{}","{""BLDEA's V.P. Dr P. G. Halakatti College of Engineering & Technology""}"
"0a0e30c5-857d-4d3b-810c-e132656e246d","Blinn College","{}","{}"
"6d230f25-d344-4da2-9196-f49d7eda1bc8","Bloomfield Hills High School","{}","{}"
"ad3ffd67-45d8-4e52-a28b-094cb24de7a0","Bloomsburg University of Pennsylvania","{}","{}"
"cb4e88ed-8be6-47b5-a39c-63deac16b276","BlueCrest University College","{}","{}"
"e7bb52c6-44b8-4060-863d-9650017f0b89","Blue Mountain Academy","{}","{}"
"9a504ee0-7206-4175-aa49-f536c26bde2f","Bluevale Collegiate Institute","{}","{}"
"d1142bca-b356-4e70-ad3c-e76e579e9c71","BMIET, Sonipat","{}","{}"
"6cbc5215-c6f9-4ba0-bd88-99785e03950c","BMIIT, Uka Tarsadia University, Bardoli, Surat","{}","{}"
"972b5a3f-4be9-4921-8cb9-84111ae5ee5d","BML Munjal University","{""BMU""}","{}"
"33e98438-67d6-4a7d-bf3b-58ee1a6c39b9","B.M.S College Of Engineering","{}","{}"
"e6482b39-4cac-4a58-9021-d5793d13c353","BMS Institute of Technology and Management","{}","{}"
"a2a5d677-2822-4346-ba16-09608fbbd7f6","B.N.M Institute of Technology","{}","{}"
"da3afdb7-934c-4566-994a-7cebbbcb307f","Boca Raton Community High School","{}","{}"
"1c762a86-eef3-43d7-b1e7-d01ef77639b5","Boise State University","{""BSU""}","{}"
"66c01ad9-cbfd-4b81-b292-003eee93ce54","Bordentown Regional High School","{}","{}"
"aea84c59-281d-4984-8e5a-2673a58b1824","Borough of Manhattan Community College, CUNY","{}","{}"
"89f4c838-9e9d-4508-8c54-680d7716bc44","Boston College","{""BU""}","{}"
"f5e26e48-7924-4d14-851d-54641a920f7a","Boston Latin School","{}","{}"
"bd0da333-7448-4895-941f-c46805f38258","Boston University","{""BU""}","{}"
"4dfd7e66-185b-44f7-b761-f38da00e24a0","Boston University Metropolitan College","{}","{}"
"81659e9f-a129-472a-9898-699d93ca2a96","Bourne Grammar School","{}","{}"
"faa363d3-9c84-4aa9-9112-95932499db9e","Bournemouth University","{}","{}"
"36ce52eb-de57-4a31-9832-9e7f563b5099","Bowdoin College","{}","{}"
"9f21ef40-d78a-4fbc-ab2f-424756407fac","Bowie State University","{""BSU""}","{}"
"35c4c15d-eb17-48db-a6d8-3a3b6e7ddf28","Boys Latin of Philadelphia Charter School","{}","{}"
"486317ad-3830-4bc9-9c69-8aba59774e10","B. P. Poddar Institute of Management and Technology","{}","{}"
"ed0a00b2-f5d6-48ac-a97a-8c55db22ec99","Brampton Centennial Secondary School","{}","{}"
"db2daad7-41aa-4231-9f6d-fffe3de11c7f","Brandeis University","{}","{}"
"e968a696-7003-461d-ae43-84f8287532e7","Brentsville High School","{}","{}"
"bd5c74b0-e1d5-4e15-943f-9644d08ba606","Briarcliff High School","{}","{}"
"883e66bb-7856-4f49-b063-e4aaf01584b5","Briar Cliff University","{}","{}"
"be705ffc-2776-41e8-a399-b48a3c41bc92","Bridgewater State University","{}","{}"
"20c7cb3c-fddc-4c2f-8a22-53463e43acec","Brigham Young University","{""BYU"",""The Y""}","{}"
"72a1cdda-085a-4544-8b63-c7d2164e1667","British Columbia Institute of Technology","{""BCIT""}","{}"
"01f62058-fb7c-455e-89e6-023d26986a91","British International School Abu Dhabi","{}","{""BIS Abu Dhabi""}"
"a6f36fe6-7945-44da-aae2-7748af046d41","Brno University of Technology","{}","{}"
"1c086d2b-88e0-4d09-8ff2-91824616e582","Brock University","{}","{}"
"e72226a0-9317-4df7-ad11-979d6c66c096","Bronx Community College, CUNY","{""BCC""}","{}"
"e2e7a23b-feb3-45a5-b0ae-c62613d616a9","Bronx High School of Science","{}","{}"
"86c5b5c9-5d52-4c63-9cf4-544155e00889","Brookdale Community College","{}","{}"
"24ff3738-f4f8-426b-9ce4-47c004551b31","Brooklyn College, CUNY","{}","{}"
"18b03e0b-fd32-4f18-afeb-7ea83ce58919","Brooklyn Technical High School","{}","{}"
"9ab1400b-16a7-4f0b-b5b3-31f75f500233","Brookwood High School","{}","{}"
"deac7056-78ae-4da8-a370-9aac2f8503fc","Brown University","{}","{}"
"9ee54874-8b18-4f84-8d00-c4075929e1ff","Bryn Athyn College","{}","{}"
"21cd9d0a-15b2-4719-8046-ccb43865faae","Bryn Mawr College","{""BMC""}","{}"
"a1f5b19d-5e37-4841-848e-e78854296e21","BS Abdur Rahman Crescent Institute of Science and Technology","{}","{""B. S. Abdur Rahman University""}"
"d70c10ac-9c2d-4823-ba89-95964a81b491","Bucknell University","{""BU""}","{}"
"4a4ff66d-ed61-4271-88be-eb4971f606a8","Bucks County Community College","{}","{}"
"7ed3cfeb-756e-44b4-b680-7a5ae7b68c9a","Bundelkhand Institute Of Engineering & Technology","{""BIET Jhansi""}","{}"
"6dc8495b-4a2c-43b9-9e76-83f21b2fbed9","Burlington Township High School","{}","{}"
"f2cec396-92d6-4e38-b1e7-3c49aba6055c","Business Academy Aarhus","{}","{}"
"b5848a66-ef11-46e5-a2d2-96b509cc3f85","B. V. Bhoomaraddi College of Engineering and Technology","{""KLE Tech""}","{}"
"a6730f75-fd59-46a9-b457-5d406a6daeff","BVRIT Hyderabad College of Engineering for Women","{}","{}"
"3006182b-fb75-42da-9488-871e860f393a","C. Abdul Hakeem College of Engineering & Technology","{}","{}"
"2ad4db0e-ddd8-4985-8374-29455af17ed9","Cabrini University","{}","{}"
"80a66ee6-a0ae-4679-a6f3-19d4f2dd7dde","Cadbury Sixth Form College","{}","{}"
"163f0831-35e2-4c2f-be5c-7b175db21bb5","Cairn University","{}","{}"
"39038659-b5cd-4fb8-8793-3ab329ed41b1","Caldwell University","{}","{}"
"7ba9e8c9-e541-4b7c-a6b3-1f778c159418","California High School","{}","{}"
"32158436-6525-484b-9ba3-60f57a6caea2","California Institute of Technology","{""Caltech""}","{}"
"39871185-be56-41ad-b130-6e686593174e","California Polytechnic State University, San Luis Obispo","{""Cal Poly""}","{}"
"836a12f7-81d2-447d-975a-3bff9b2457b4","California State Polytechnic University, Pomona","{""Cal Poly Pomona""}","{}"
"e3a02ce0-d06b-4e09-a208-ad0b5dadc973","California State University, Bakersfield","{""Cal State""}","{}"
"03b41ea4-6954-499c-8a5a-e8ca3a12fb88","California State University, Channel Islands","{""Cal State""}","{}"
"288a9f21-8472-4fb0-b9d1-07274d2e10b4","California State University, Chico","{""Cal State"",""Chico State""}","{}"
"1d763675-f94b-4e01-ac04-bfd588643110","California State University, Dominguez Hills","{""Cal State""}","{}"
"b6cc2990-2f32-4707-b21b-38b6474e2aa1","California State University, East Bay","{""Cal State"",""CSUEB""}","{}"
"55244501-5b5e-401a-bc40-fdf55649b718","California State University, Fresno","{""Cal State"",""CSUF"",""Fresno State"",""FSU""}","{}"
"a26df6b0-c2ea-4d7f-8ff0-364104523ce7","California State University, Fullerton","{""Cal State""}","{}"
"b0c45af6-f073-45fc-92dd-b478e866ec70","California State University, Humboldt","{""Cal State""}","{}"
"7040c5e5-60d9-4dae-83e5-6b8d8cd63054","California State University, Long Beach","{""Cal State"",""CSULB""}","{""Long Beach State""}"
"b99fb581-6dbe-48f2-8967-e947d9b69000","California State University, Los Angeles","{""Cal State"",""CSULA""}","{}"
"5c0e0c54-dcf0-4fb9-8b2c-081202184498","California State University, Maritime","{""Cal State""}","{}"
"68a8f66c-10be-4cab-b09c-173d17eb0fdc","California State University, Monterey Bay","{""Cal State""}","{}"
"74837c6d-3fd5-4443-a64a-fb3f0a08883e","California State University, Northridge","{""Cal State""}","{}"
"dd1db53f-de4b-4725-9ad6-ad3f75e7710f","California State University, Sacramento","{""Cal State"",""CSUS""}","{""Sac State"",""Sacramento State""}"
"08535464-c398-4ded-a72b-c22ba9ef6dcb","California State University, San Bernardino","{""Cal State""}","{}"
"25cdf575-62a9-4261-88c0-660eef5a540b","California State University, San Diego","{""Cal State""}","{}"
"427a09be-f1d4-4295-af8e-24c10102a2ee","California State University, San Francisco","{""Cal State""}","{}"
"875d47f3-7eeb-4e15-a3a3-66803fbe52bb","California State University, San Jose","{""Cal State""}","{}"
"65ed8667-19f7-4449-9942-34f15f1cbd94","California State University, San Luis Obispo","{""Cal State""}","{}"
"94ec6879-706f-4c15-8457-57f0e89683a1","California State University, San Marcos","{""Cal State""}","{}"
"7bdeb8eb-a174-470c-8d7e-750fbc8a8504","California State University, Sonoma","{""Cal State"",""SSU""}","{}"
"c33ed9cd-26ff-4280-9d27-398a50fae7c3","California State University, Stanislaus","{""Cal State""}","{""Stanislaus State"",""Stan State""}"
"c90ddd7a-a5a7-4b5e-a694-3ebe6a1e1f6e","California University of Pennsylvania","{""Cal U"",""CUP""}","{}"
"daff0923-7713-4f56-a887-7bb90f1ba23e","Calvin College","{}","{}"
"0f2abab7-e15f-4405-98ad-770c74d2fc1d","Camden County College","{}","{}"
"ac1f755a-55ef-4e15-9ab0-b0721c20ed19","Cameron Heights Collegiate Institute","{}","{}"
"d874545f-8b17-4b30-a1b6-548e234a03f6","Cañada College","{}","{""Canada College""}"
"adbfdd91-fd8e-4d8e-b9ea-84f3d1a9de12","Canara Engineering College","{""CEC""}","{}"
"32c3f70c-21d1-4e0a-9f1c-2e451e578c22","Canyon Crest Academy","{}","{}"
"713ee88d-1f04-4f15-b3f1-bd4ab90f3589","Cardiff Metropolitan University","{}","{}"
"011ae1d9-7082-43ee-b887-41dadd43b797","Carleton College","{}","{}"
"e6bee83b-a271-42c2-8939-c8abf9fa8013","Carleton University","{}","{}"
"2935cc0b-2217-4339-9ce6-ca84022b44ce","Carmel High School","{}","{}"
"e6f672a5-91fa-4a67-86f7-2d3019ebdb18","Carnegie Mellon University","{""CMU""}","{}"
"20347ab3-d2a5-4eb8-ae7f-f4175ca193fc","Carteret High School","{}","{}"
"5004bf1d-4d4a-4a25-868a-2b342d361c10","Carthage College","{}","{}"
"66926942-2067-462d-a1bb-3bfa9be8e60c","Cascadia College","{}","{}"
"1330b080-0eaf-4343-a350-d7afd1d4d16e","Case Western Reserve University","{}","{""Reserve""}"
"525d3479-154a-41bf-b9b6-d38b412d526d","Cathedral High School, Los Angeles","{}","{}"
"bae99e8e-d2a0-4b51-8650-d2f74df1142a","Catholic University of America","{""Catholic"",""CUA""}","{}"
"110800aa-7114-40c3-aea9-32efa6178d64","C. D. Hylton High School","{}","{}"
"6958adb1-c6ba-4287-8f59-61585f5a72f2","Cedar Creek High School","{}","{}"
"8aa12fcd-c8ad-45f1-8727-005df62be2df","Cedar Ridge High School","{}","{}"
"4b08833e-14b5-45e3-8ec7-2d7605d49371","Cedarville University","{}","{}"
"f6093d50-e04a-40f1-88cc-7e5242bfcb75","Cégep André-Laurendeau","{}","{""Cegep Andre-Laurendeau""}"
"787e2375-b8aa-419b-a7e3-609b6e06af54","Cégep de Saint-Laurent","{}","{""Cegep de Saint-Laurent""}"
"414d3a8b-a3ce-40ec-97e5-f27737af7da5","Cégep du Vieux Montréal","{}","{""Cegep du Vieux Montreal""}"
"8f4191c1-bec4-4518-92e8-5332b160d9ee","Cégep Marie-Victorin","{}","{""Cegep Marie-Victorin""}"
"0adfb5d3-6649-46de-9e9a-87ad7ac564f6","Centennial Collegiate Vocational Institute","{}","{}"
"8fb24e3e-9816-468e-8e50-301ce8b008a6","Centennial High School","{}","{}"
"c9f736dc-4da5-4a74-a130-f067ecea90e2","Central Connecticut State University","{""CCSU""}","{}"
